Year,T,TM,Tm,PP,V,RA,SN,TS,FG,TN,GR
BIKANER,2007,-,-,-,-,-,-,-,-,-,-,-
BIKANER,2008,27.1,34.8,20.6,-,3.9,37,0,28,5,0,0
BIKANER,2009,27.6,35.5,20.9,-,3.9,25,0,24,7,1,0
BIKANER,2010,-,-,-,-,-,-,-,-,-,-,-
BIKANER,2011,26.7,34.7,20.1,-,2.5,41,0,31,14,0,10
BIKANER,2012,26.6,34.7,19.9,319.26,2.9,22,0,15,11,0,2
BIKANER,2013,26.9,35.0,20.5,441.98,2.3,30,0,18,12,0,7
BIKANER,2014,-,-,-,-,-,-,-,-,-,-,-
Bombay_Santacruz,1957,-,-,-,-,-,-,-,-,-,-,-
Bombay_Santacruz,1958,26.6,31.3,23.1,1921.21,11.8,90,0,12,0,0,0
Bombay_Santacruz,1959,-,-,-,-,-,-,-,-,-,-,-
Bombay_Santacruz,1960,-,-,-,-,-,-,-,-,-,-,-
Bombay_Santacruz,1961,-,-,-,-,-,-,-,-,-,-,-
Bombay_Santacruz,1962,26.4,30.2,22.6,1716.60,10.4,92,0,9,0,0,0
Bombay_Santacruz,1973,-,-,-,-,-,-,-,-,-,-,-
Bombay_Santacruz,1974,26.8,31.7,22.2,-,-,104,0,32,3,0,0
Bombay_Santacruz,1975,-,-,-,-,-,-,-,-,-,-,-
Bombay_Santacruz,1976,-,-,-,-,-,-,-,-,-,-,-
Bombay_Santacruz,1977,27.7,32.1,23.5,-,8.2,105,1,21,6,0,1
Bombay_Santacruz,1978,26.9,31.3,22.8,-,8.9,114,2,13,3,0,2
Bombay_Santacruz,1979,27.0,31.5,22.9,1562.35,8.6,86,1,19,1,0,1
Bombay_Santacruz,1980,27.3,31.6,23.0,1638.05,8.6,98,1,10,1,0,2
Bombay_Santacruz,1981,27.4,31.8,22.9,2323.35,9.7,95,1,15,1,0,2
Bombay_Santacruz,1982,27.2,31.4,23.3,1835.90,8.8,89,0,10,0,0,0
Bombay_Santacruz,1983,26.4,30.8,22.2,2668.22,6.9,96,0,25,1,0,1
Bombay_Santacruz,1984,27.1,31.6,22.7,1850.62,8.1,89,0,14,0,0,0
Bombay_Santacruz,1985,27.0,31.7,22.4,2863.58,8.3,97,0,13,0,0,0
Bombay_Santacruz,1986,27.1,32.1,22.7,1188.68,7.6,80,0,11,0,0,1
Bombay_Santacruz,1987,27.8,32.6,23.2,1913.37,6.7,98,0,19,0,0,2
Bombay_Santacruz,1988,27.2,32.0,22.9,2589.04,-,106,0,21,1,0,0
Bombay_Santacruz,1989,27.0,32.0,22.5,2091.70,7.2,97,0,21,1,0,0
Bombay_Santacruz,1990,27.1,31.8,22.7,2599.62,7.2,117,0,12,0,0,1
Bombay_Santacruz,1991,26.9,31.8,22.4,2242.82,7.3,93,0,10,1,0,1
Bombay_Santacruz,1992,27.1,32.0,22.7,1915.70,7.1,80,0,9,0,0,0
Bombay_Santacruz,1993,27.2,31.8,23.0,2417.53,7.0,107,0,16,1,0,0
Bombay_Santacruz,1994,26.9,31.8,22.5,2518.14,7.1,105,0,9,1,0,0
Bombay_Santacruz,1995,27.3,32.4,22.7,1731.45,6.4,83,0,18,0,0,1
Bombay_Santacruz,1996,27.6,32.3,22.6,2120.64,7.6,118,0,16,1,0,0
Bombay_Santacruz,1997,27.7,32.3,22.4,1849.64,7.5,108,0,13,7,0,0
Bombay_Santacruz,1998,27.8,32.5,23.2,2521.41,6.2,120,0,30,14,0,0
Bombay_Santacruz,1999,27.7,32.4,22.7,1731.74,6.5,126,0,21,4,0,0
Bombay_Santacruz,2000,27.6,32.4,22.4,2310.89,8.2,108,0,24,4,0,2
Bombay_Santacruz,2001,27.3,32.5,22.6,1912.58,10.0,113,0,17,3,0,2
Bombay_Santacruz,2002,-,-,-,-,-,90,0,6,1,0,0
Bombay_Santacruz,2003,27.5,32.8,22.9,2271.73,9.6,106,0,11,0,0,0
Bombay_Santacruz,2004,27.0,32.7,22.3,2146.60,8.6,112,0,12,1,1,1
Bombay_Santacruz,2005,-,-,-,-,-,-,-,-,-,-,-
Bombay_Santacruz,2006,27.4,32.5,22.6,3076.97,8.9,116,0,23,0,0,5
Bombay_Santacruz,2007,28.0,32.6,23.2,2472.42,9.5,105,0,20,1,0,2
Bombay_Santacruz,2008,27.8,32.2,22.2,2720.58,10.0,106,1,21,3,0,2
Bombay_Santacruz,2009,28.3,32.8,23.2,2261.65,11.4,106,0,15,1,0,1
Bombay_Santacruz,2010,28.2,32.4,23.3,3388.63,10.3,131,0,45,0,0,1
Bombay_Santacruz,2011,27.9,32.6,22.3,2660.64,10.1,119,0,26,0,0,0
Bombay_Santacruz,2012,27.6,32.2,22.0,2062.94,10.7,111,0,23,0,0,0
Bombay_Santacruz,2013,27.6,32.0,21.8,2451.30,11.2,124,0,20,2,0,0
Bombay_Santacruz,2014,-,-,-,-,-,-,-,-,-,-,-
Calcutta_Dum_Dum,1943,-,-,-,-,-,-,-,-,-,-,-
Calcutta_Dum_Dum,1944,26.0,31.9,21.1,-,10.7,124,0,61,77,1,2
Calcutta_Dum_Dum,1945,25.5,31.5,20.7,-,10.6,115,0,46,65,0,0
Calcutta_Dum_Dum,1957,-,-,-,-,-,-,-,-,-,-,-
Calcutta_Dum_Dum,1958,26.4,32.0,22.3,1174.00,6.6,75,0,25,27,0,0
Calcutta_Dum_Dum,1959,-,-,-,-,-,-,-,-,-,-,-
Calcutta_Dum_Dum,1960,-,-,-,-,-,-,-,-,-,-,-
Calcutta_Dum_Dum,1961,-,-,-,-,-,-,-,-,-,-,-
Calcutta_Dum_Dum,1962,-,-,-,-,-,-,-,-,-,-,-
Calcutta_Dum_Dum,1973,26.4,31.7,21.5,-,8.8,137,3,67,21,1,1
Calcutta_Dum_Dum,1974,26.0,31.2,21.3,-,8.7,104,2,74,25,2,5
Calcutta_Dum_Dum,1975,25.8,31.2,21.1,-,7.4,123,2,75,49,0,1
Calcutta_Dum_Dum,1976,-,-,-,-,-,-,-,-,-,-,-
Calcutta_Dum_Dum,1977,26.3,31.3,21.6,-,6.7,115,1,63,21,1,2
Calcutta_Dum_Dum,1978,26.0,31.2,21.5,-,6.5,107,2,73,29,1,0
Calcutta_Dum_Dum,1979,26.7,32.4,21.8,1024.16,6.1,83,1,60,20,2,0
Calcutta_Dum_Dum,1980,26.3,31.7,21.8,2195.87,5.9,110,0,66,19,0,1
Calcutta_Dum_Dum,1981,25.7,31.0,21.2,1663.17,6.2,126,1,66,21,0,1
Calcutta_Dum_Dum,1982,26.2,31.9,21.6,1402.09,6.2,88,0,55,15,0,0
Calcutta_Dum_Dum,1983,26.1,31.4,21.6,1579.61,6.1,102,0,59,14,0,1
Calcutta_Dum_Dum,1984,25.9,31.2,21.3,2060.70,5.8,107,0,51,13,0,1
Calcutta_Dum_Dum,1985,26.4,31.9,21.9,1290.55,5.6,105,0,50,15,1,0
Calcutta_Dum_Dum,1986,-,-,-,-,-,105,1,44,11,0,0
Calcutta_Dum_Dum,1987,26.5,31.9,21.9,1677.64,5.9,97,0,55,13,0,1
Calcutta_Dum_Dum,1988,26.5,31.7,22.2,1661.61,5.0,104,0,49,21,0,0
Calcutta_Dum_Dum,1989,26.1,31.5,21.7,1215.61,5.3,95,0,43,18,0,0
Calcutta_Dum_Dum,1990,-,-,-,-,-,-,-,-,-,-,-
Calcutta_Dum_Dum,1991,26.3,31.4,22.1,1816.64,3.7,103,0,53,30,0,0
Calcutta_Dum_Dum,1992,26.1,31.6,21.7,1341.65,3.5,89,0,53,35,0,0
Calcutta_Dum_Dum,1993,26.1,31.4,21.5,1789.15,4.2,116,1,66,18,1,0
Calcutta_Dum_Dum,1994,26.2,31.7,21.8,1623.03,3.9,105,1,54,14,0,0
Calcutta_Dum_Dum,1995,26.3,31.8,21.8,1911.59,3.7,107,0,61,10,0,0
Calcutta_Dum_Dum,1996,26.3,32.2,21.4,1404.87,3.8,107,0,66,59,0,0
Calcutta_Dum_Dum,1997,26.0,31.6,21.2,1706.87,3.8,149,0,99,117,0,0
Calcutta_Dum_Dum,1998,26.5,31.8,21.9,1632.70,4.5,151,0,83,73,0,0
Calcutta_Dum_Dum,1999,26.5,32.2,21.6,1748.29,5.2,113,0,69,28,0,0
Calcutta_Dum_Dum,2000,26.4,31.9,21.6,-,4.9,132,0,82,77,0,0
Calcutta_Dum_Dum,2001,26.1,31.9,21.3,-,6.6,155,0,81,124,0,1
Calcutta_Dum_Dum,2002,-,-,-,-,-,-,-,-,-,-,-
Calcutta_Dum_Dum,2003,26.6,31.9,21.8,1400.50,3.8,139,0,88,43,0,1
Calcutta_Dum_Dum,2004,26.9,32.2,21.8,1651.78,6.2,117,0,77,68,0,0
Calcutta_Dum_Dum,2005,-,-,-,-,-,-,-,-,-,-,-
Calcutta_Dum_Dum,2006,26.6,32.4,22.1,1926.11,3.5,113,0,55,74,0,0
Calcutta_Dum_Dum,2007,26.3,31.9,21.9,-,3.1,104,0,50,44,0,1
Calcutta_Dum_Dum,2008,26.2,32.0,21.4,1657.30,5.4,147,0,79,43,0,1
Calcutta_Dum_Dum,2009,26.9,32.9,22.0,1522.18,5.8,113,0,78,49,0,2
Calcutta_Dum_Dum,2010,27.0,32.7,22.5,-,8.4,129,0,77,37,0,2
Calcutta_Dum_Dum,2011,26.3,32.0,21.6,-,7.5,131,0,86,53,0,0
Calcutta_Dum_Dum,2012,26.8,32.3,22.0,-,8.6,129,0,80,10,0,0
Calcutta_Dum_Dum,2013,26.3,32.1,21.7,-,8.2,148,0,95,3,0,2
Calcutta_Dum_Dum,2014,-,-,-,-,-,-,-,-,-,-,-
CALCUTTA_BARRACKS,1944,-,-,-,-,-,-,-,-,-,-,-
CALCUTTA_BARRACKS,1945,25.7,31.6,20.9,-,-,115,0,41,41,0,0
CALCUTTA_BARRACKS,1946,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1975,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1976,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1977,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1978,24.6,29.8,20.3,-,12.2,87,2,20,5,0,3
CHITRADURGA,1979,25.2,30.8,20.7,-,11.2,80,0,26,0,0,2
CHITRADURGA,1980,25.2,30.7,20.4,442.49,11.6,80,0,27,0,0,0
CHITRADURGA,1981,24.9,30.5,20.4,416.63,11.4,78,1,22,0,0,2
CHITRADURGA,1982,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1983,25.2,30.8,20.4,528.55,12.5,66,0,8,3,0,0
CHITRADURGA,1984,24.9,30.3,20.3,529.58,13.4,87,0,22,2,0,1
CHITRADURGA,1985,25.2,30.8,20.4,258.28,12.9,69,0,13,2,0,1
CHITRADURGA,1986,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1987,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1988,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1989,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1990,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1991,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1992,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1993,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1994,24.5,30.2,20.2,-,10.0,97,0,26,3,0,0
CHITRADURGA,1995,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1996,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1997,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1998,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,1999,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,2000,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,2001,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,2002,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,2003,25.9,31.9,20.8,250.97,8.3,57,0,15,0,0,0
CHITRADURGA,2004,25.0,30.8,19.4,573.23,7.1,78,0,18,1,0,0
CHITRADURGA,2005,-,-,-,-,-,-,-,-,-,-,-
CHITRADURGA,2006,25.0,30.9,19.4,-,8.8,80,0,22,2,0,0
CHITRADURGA,2007,24.9,30.6,19.7,-,8.6,82,1,26,0,0,1
CHITRADURGA,2008,24.7,30.6,19.6,-,7.1,81,0,36,1,0,0
CHITRADURGA,2009,25.1,30.8,19.9,-,7.0,81,0,36,3,0,0
CHITRADURGA,2010,25.1,30.8,20.1,-,6.3,85,0,28,0,0,0
CHITRADURGA,2011,24.9,31.3,19.4,-,7.0,68,0,24,1,0,0
CHITRADURGA,2012,25.3,31.8,19.8,-,6.8,63,0,20,1,0,0
CHITRADURGA,2013,25.0,31.3,19.4,672.81,6.4,85,0,21,0,0,1
CHITRADURGA,2014,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1973,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1974,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1975,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1976,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1977,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1978,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1979,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1980,-,-,-,-,-,149,0,81,1,0,4
Cochin_Willingdon,1981,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1982,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1983,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1984,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1985,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1986,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1987,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1988,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1989,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1990,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1991,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1992,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1993,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1994,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1995,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1996,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1997,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1998,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,1999,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,2000,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,2001,27.5,30.9,24.5,-,7.7,127,0,42,2,0,4
Cochin_Willingdon,2002,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,2003,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,2004,27.4,31.1,24.4,3356.62,6.6,135,3,67,0,2,15
Cochin_Willingdon,2005,-,-,-,-,-,-,-,-,-,-,-
Cochin_Willingdon,2006,27.6,31.1,24.2,-,9.3,128,0,64,0,0,8
Cochin_Willingdon,2007,27.5,31.2,23.9,-,8.7,128,0,59,1,0,10
Cochin_Willingdon,2008,27.5,31.2,23.9,2663.20,8.9,120,0,63,3,1,13
Cochin_Willingdon,2009,27.8,31.4,24.2,-,9.0,114,0,67,2,1,5
Cochin_Willingdon,2010,27.7,31.9,24.2,-,9.2,161,0,68,4,4,4
Cochin_Willingdon,2011,27.5,32.2,23.8,-,7.5,130,0,51,2,1,9
Cochin_Willingdon,2012,27.9,32.5,23.6,-,8.0,102,0,42,0,0,1
Cochin_Willingdon,2013,27.7,32.2,23.4,3403.09,6.0,119,0,25,0,0,3
Cochin_Willingdon,2014,-,-,-,-,-,-,-,-,-,-,-
COCHIN_INT_AIRPORT,2011,-,-,-,-,-,-,-,-,-,-,-
COCHIN_INT_AIRPORT,2012,27.5,33.1,23.3,-,5.1,162,0,69,4,1,0
COCHIN_INT_AIRPORT,2013,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1973,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1974,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1975,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1976,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1977,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1978,25.9,31.7,21.0,-,16.6,60,0,35,2,0,1
Coimbatore_Peelamedu,1979,26.0,31.7,21.1,-,15.2,80,0,32,3,0,1
Coimbatore_Peelamedu,1980,26.2,32.2,21.3,-,15.1,70,0,43,4,0,1
Coimbatore_Peelamedu,1981,26.0,32.1,21.1,754.62,15.7,89,1,41,1,0,0
Coimbatore_Peelamedu,1982,26.1,32.6,21.1,445.76,15.8,59,0,47,0,0,0
Coimbatore_Peelamedu,1983,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1984,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1985,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1986,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1987,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1988,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1989,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1990,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1991,26.5,32.5,21.8,509.47,15.8,56,0,29,1,0,2
Coimbatore_Peelamedu,1992,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1993,25.9,32.1,21.4,816.84,14.4,82,0,26,2,0,0
Coimbatore_Peelamedu,1994,25.8,31.8,21.3,699.51,12.8,66,0,40,4,0,1
Coimbatore_Peelamedu,1995,26.4,32.7,21.6,440.91,9.3,56,0,23,3,0,0
Coimbatore_Peelamedu,1996,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1997,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1998,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,1999,26.0,32.3,21.4,-,11.8,70,0,30,3,0,0
Coimbatore_Peelamedu,2000,26.0,32.4,21.3,-,10.4,77,0,22,5,0,0
Coimbatore_Peelamedu,2001,26.4,32.7,21.8,808.77,10.2,63,0,17,2,0,1
Coimbatore_Peelamedu,2002,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,2003,26.8,33.0,22.0,388.66,11.7,48,0,17,1,0,0
Coimbatore_Peelamedu,2004,26.1,32.4,21.4,907.75,10.2,68,0,25,2,0,0
Coimbatore_Peelamedu,2005,-,-,-,-,-,-,-,-,-,-,-
Coimbatore_Peelamedu,2006,26.1,31.9,21.6,665.92,10.5,73,0,27,2,0,8
Coimbatore_Peelamedu,2007,26.2,32.0,21.7,-,9.9,77,0,28,4,0,0
Coimbatore_Peelamedu,2008,26.2,31.9,21.7,-,9.0,81,0,32,2,0,0
Coimbatore_Peelamedu,2009,26.7,32.3,22.1,-,10.0,83,0,26,2,0,1
Coimbatore_Peelamedu,2010,26.9,32.5,22.4,-,9.8,79,0,70,1,0,1
Coimbatore_Peelamedu,2011,26.5,32.4,21.6,-,12.0,104,0,60,4,0,1
Coimbatore_Peelamedu,2012,27.0,33.1,22.0,-,13.2,52,0,39,1,0,0
Coimbatore_Peelamedu,2013,26.7,32.8,22.2,408.66,12.5,75,0,36,4,0,1
Coimbatore_Peelamedu,2014,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,1961,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,1962,-,-,-,-,-,56,0,5,0,0,0
CUDDALORE,1973,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,1974,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,1975,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,1976,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,1977,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,1978,28.2,32.4,24.3,-,6.2,78,0,38,2,0,4
CUDDALORE,1979,28.6,32.6,24.6,1353.86,6.6,70,1,24,0,0,0
CUDDALORE,1980,28.4,32.6,23.6,-,8.2,56,0,23,4,0,1
CUDDALORE,1981,28.0,32.2,23.4,1086.39,7.4,74,0,33,0,0,1
CUDDALORE,1982,28.3,32.4,24.2,875.02,7.8,51,0,27,0,0,2
CUDDALORE,1983,28.4,32.7,24.3,1025.92,8.0,74,0,19,1,0,0
CUDDALORE,1984,27.9,32.0,24.0,1315.71,7.1,90,0,29,1,0,1
CUDDALORE,1985,28.0,32.4,23.9,1901.20,8.1,75,0,29,1,1,1
CUDDALORE,1986,28.2,32.6,24.1,-,8.2,72,0,33,0,0,0
CUDDALORE,1987,28.4,32.9,24.2,935.98,8.3,69,0,25,0,1,0
CUDDALORE,1988,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,1989,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,1990,28.2,32.7,23.8,1477.22,-,85,0,34,1,0,0
CUDDALORE,1991,28.4,32.9,24.3,1036.83,6.1,56,0,17,2,0,0
CUDDALORE,1992,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,1993,28.0,32.5,24.1,2191.76,6.5,73,0,30,5,0,0
CUDDALORE,1994,28.2,32.8,24.2,1864.06,6.4,72,0,24,5,0,0
CUDDALORE,1995,28.2,32.7,24.1,817.09,6.5,66,0,32,0,0,1
CUDDALORE,1996,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,1997,28.4,32.9,24.4,-,6.3,69,0,46,2,0,2
CUDDALORE,1998,28.9,33.4,25.0,-,6.0,72,0,41,0,0,0
CUDDALORE,1999,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,2000,28.2,33.0,24.0,-,5.0,69,0,35,8,0,1
CUDDALORE,2001,28.5,33.1,24.3,-,4.9,69,0,38,0,1,1
CUDDALORE,2002,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,2003,28.4,33.3,24.1,-,4.3,73,1,25,0,0,1
CUDDALORE,2004,28.0,32.8,23.6,-,3.5,77,0,29,0,0,1
CUDDALORE,2005,-,-,-,-,-,-,-,-,-,-,-
CUDDALORE,2006,28.2,33.3,23.3,-,3.6,73,0,22,0,0,5
CUDDALORE,2007,28.2,33.2,23.5,-,3.2,74,0,33,0,0,2
CUDDALORE,2008,28.1,33.0,23.6,-,3.7,83,1,31,1,0,2
CUDDALORE,2009,28.5,33.6,24.1,-,3.7,74,0,25,3,0,2
CUDDALORE,2010,28.3,33.1,23.9,-,2.4,106,0,36,1,0,8
CUDDALORE,2011,28.1,33.6,23.9,-,2.3,74,0,30,3,0,4
CUDDALORE,2012,28.9,34.9,24.5,-,3.8,56,0,22,1,0,5
CUDDALORE,2013,28.6,34.2,24.4,-,3.2,68,0,30,0,0,0
CUDDALORE,2014,-,-,-,-,-,-,-,-,-,-,-
CWC_VISHAKHAPATNAM,1983,-,-,-,-,-,-,-,-,-,-,-
CWC_VISHAKHAPATNAM,1984,27.5,30.5,24.8,537.99,12.7,103,0,32,0,0,0
CWC_VISHAKHAPATNAM,1985,27.5,30.5,24.8,777.71,12.0,91,0,35,2,0,1
CWC_VISHAKHAPATNAM,1986,27.2,30.0,24.4,1209.73,10.8,91,0,36,0,0,0
CWC_VISHAKHAPATNAM,1987,27.6,30.5,24.9,854.19,11.5,83,0,37,0,0,1
CWC_VISHAKHAPATNAM,1988,-,-,-,-,-,-,-,-,-,-,-
CWC_VISHAKHAPATNAM,1989,27.4,30.3,24.8,-,-,78,0,34,2,0,0
CWC_VISHAKHAPATNAM,1990,27.2,30.2,24.5,1533.62,-,116,0,49,3,0,0
CWC_VISHAKHAPATNAM,1991,27.5,30.4,24.8,790.15,11.5,93,0,44,0,0,2
CWC_VISHAKHAPATNAM,1992,27.1,30.0,24.3,1447.54,9.4,79,0,39,2,0,0
CWC_VISHAKHAPATNAM,1993,27.4,30.5,24.5,888.92,10.8,83,1,39,2,0,2
CWC_VISHAKHAPATNAM,1994,27.3,30.3,24.5,1040.59,11.5,109,0,45,3,0,0
CWC_VISHAKHAPATNAM,1995,-,-,-,-,-,-,-,-,-,-,-
CWC_VISHAKHAPATNAM,1996,27.4,30.4,24.6,1166.10,9.6,88,0,55,1,0,0
CWC_VISHAKHAPATNAM,1997,27.6,30.6,24.8,1221.43,9.2,102,0,48,0,0,1
CWC_VISHAKHAPATNAM,1998,27.9,30.8,25.1,1764.25,8.1,127,0,61,0,0,3
CWC_VISHAKHAPATNAM,1999,27.6,30.9,24.6,-,7.3,100,0,43,1,0,3
CWC_VISHAKHAPATNAM,2000,27.7,31.0,24.5,-,7.1,89,0,41,0,0,0
CWC_VISHAKHAPATNAM,2001,27.8,31.0,24.6,1092.46,7.7,103,0,52,2,0,0
CWC_VISHAKHAPATNAM,2002,-,-,-,-,-,-,-,-,-,-,-
CWC_VISHAKHAPATNAM,2003,27.7,30.8,24.6,1295.66,8.2,98,0,50,0,0,0
CWC_VISHAKHAPATNAM,2004,27.6,31.0,24.2,771.91,6.9,83,0,42,0,0,1
CWC_VISHAKHAPATNAM,2005,-,-,-,-,-,-,-,-,-,-,-
CWC_VISHAKHAPATNAM,2006,27.8,30.8,24.3,1241.04,6.8,85,0,41,2,0,0
CWC_VISHAKHAPATNAM,2007,27.8,30.9,24.4,-,7.2,91,0,42,1,0,0
CWC_VISHAKHAPATNAM,2008,27.8,30.8,24.4,-,8.6,98,0,34,0,0,0
CWC_VISHAKHAPATNAM,2009,28.2,31.2,24.9,-,7.8,80,0,43,0,0,1
CWC_VISHAKHAPATNAM,2010,27.9,30.7,24.8,1859.79,8.6,109,0,45,2,0,0
CWC_VISHAKHAPATNAM,2011,27.9,31.6,24.4,-,7.8,69,0,30,0,0,0
CWC_VISHAKHAPATNAM,2012,28.0,31.6,24.6,1005.85,7.6,87,0,44,0,0,0
CWC_VISHAKHAPATNAM,2013,28.0,31.8,24.2,1219.17,8.4,83,0,35,2,0,0
CWC_VISHAKHAPATNAM,2014,-,-,-,-,-,-,-,-,-,-,-
DALTONGANJ,2006,-,-,-,-,-,-,-,-,-,-,-
DALTONGANJ,2007,-,-,-,-,-,-,-,-,-,-,-
DALTONGANJ,2008,-,-,-,-,-,-,-,-,-,-,-
DALTONGANJ,2009,26.4,33.5,19.6,733.28,1.3,65,0,43,20,0,0
DALTONGANJ,2010,-,-,-,-,-,-,-,-,-,-,-
DALTONGANJ,2011,25.4,32.4,19.5,1281.16,1.1,80,0,43,4,0,0
DALTONGANJ,2012,25.8,32.4,20.0,1196.09,1.2,82,0,47,19,0,0
DALTONGANJ,2013,25.5,32.4,19.8,1331.23,1.2,65,0,26,5,0,0
DALTONGANJ,2014,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1957,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1958,21.8,27.8,16.6,1752.32,2.9,71,0,22,3,0,0
DEHRADUN,1961,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1962,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1973,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1974,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1975,-,-,-,-,-,-,-,-,-,-,-
DEHRADUN,1976,-,-,-,-,-,-,-,-,-,-,-
