some statistics on the price of rice grouped by (day,year)

library(plyr)

> ddply(d, as.character(list('year','day','product')), function(x)data.frame(mean=mean(x$price),stdev=sd(x$price)) )
     year  day product      mean     stdev
2147 2010  321    Rice 1261.0000  226.895156
2148 2010  322    Rice 1277.9286  248.191075
2149 2010  323    Rice 1279.7097  234.013417
2150 2010  324    Rice 1355.0000  275.960577
2151 2010  325    Rice 1309.3333  219.609610
2152 2010  326    Rice 1356.4667  294.099530
2153 2010  327    Rice 1323.2692  278.201159
2154 2010  328    Rice 1349.8750  283.629629
2155 2010  329    Rice 1318.8519  279.679171
2156 2010  330    Rice 1307.5769  240.816972
2157 2010  331    Rice 1276.8421  225.112136
2158 2010  332    Rice 1297.9286  215.398902
2159 2010  333    Rice 1341.1600  309.346176
2160 2010  334    Rice 1302.3200  259.709248
2161 2010  335    Rice 1326.8000  297.786520
2162 2010  336    Rice 1346.6667  282.101009
2163 2010  337    Rice 1346.4857  277.981312
2164 2010  338    Rice 1371.3704  243.371850
2165 2010  339    Rice 1323.6923  185.205915
2166 2010  340    Rice 1337.4848  282.542267
2167 2010  341    Rice 1385.5882  300.828867
2168 2010  342    Rice 1370.9355  279.820887
2169 2010  343    Rice 1309.9688  262.340887
2170 2010  344    Rice 1329.1852  237.382041
2171 2010  345    Rice 1280.3750  235.090869
2172 2010  346    Rice 1375.2143  248.566406
2173 2010  347    Rice 1300.8148  281.248048
2174 2010  348    Rice 1284.4000  271.249578
2175 2010  349    Rice 1320.9412  277.440459
2176 2010  350    Rice 1314.4138  270.070297
2177 2010  351    Rice 1257.3571  220.257754
2178 2010  352    Rice 1344.5000  265.941723
2179 2010  353    Rice 1325.6154  192.252672
2180 2010  354    Rice 1351.4688  277.853870
2181 2010  355    Rice 1291.2759  260.808345
2182 2010  356    Rice 1339.1765  277.100952
2183 2010  357    Rice 1338.9091  281.087327
2184 2010  358    Rice 1347.5000  295.549950
2185 2010  359    Rice 1331.4444  233.783767
2186 2010  360    Rice 1336.5000  269.186167
2187 2010  361    Rice 1344.7353  294.570392
2188 2010  362    Rice 1344.5758  323.459235
2189 2010  363    Rice 1313.8571  377.025072
2190 2010  364    Rice 1333.3571  302.516264
2191 2010  365    Rice 1338.5000  374.237447
2192 2011    1    Rice 1360.7097  227.603485
2193 2011    2    Rice 1352.0526  225.263666
2194 2011    3    Rice 1335.1944  277.463595
2195 2011    4    Rice 1341.2424  258.542674
2196 2011    5    Rice 1368.7692  264.964592
2197 2011    6    Rice 1335.1892  253.256440
2198 2011    7    Rice 1315.6111  243.678627
2199 2011    8    Rice 1414.1600  267.757459
2200 2011    9    Rice 1314.1875  179.585901
2201 2011   10    Rice 1411.0938  281.527786
2202 2011   11    Rice 1319.2143  228.649717
2203 2011   12    Rice 1351.1429  268.613011
2204 2011   13    Rice 1376.7742  282.804610
2205 2011   14    Rice 1284.3333  243.579249
2206 2011   15    Rice 1424.7826  268.152595
2207 2011   16    Rice 1307.7333  203.814505
2208 2011   17    Rice 1362.8857  291.467461
2209 2011   18    Rice 1338.1429  297.424448
2210 2011   19    Rice 1296.3871  231.416317
2211 2011   20    Rice 1369.2162  279.054767
2212 2011   21    Rice 1365.5526  277.441077
2213 2011   22    Rice 1407.7500  249.881101
2214 2011   23    Rice 1422.7000  259.624851
2215 2011   24    Rice 1377.3235  256.566102
2216 2011   25    Rice 1336.6250  289.105043
2217 2011   26    Rice 1392.8333  294.126473
2218 2011   27    Rice 1313.4000  327.915422
2219 2011   28    Rice 1346.5455  294.921503
2220 2011   29    Rice 1432.1818  265.701522
2221 2011   30    Rice 1380.0000  253.992782
2222 2011   31    Rice 1397.9167  280.498146
2223 2011   32    Rice 1381.8438  256.159742
2224 2011   33    Rice 1413.4211  272.302160
2225 2011   34    Rice 1406.7500  269.144080
2226 2011   35    Rice 1386.6500  275.563995
2227 2011   36    Rice 1397.0000  305.556541
2228 2011   37    Rice 1389.3500  226.671168
2229 2011   38    Rice 1343.3333  278.827558
2230 2011   39    Rice 1445.1333  274.212318
2231 2011   40    Rice 1377.4103  262.691506
2232 2011   41    Rice 1406.4872  279.919149
2233 2011   42    Rice 1361.8684  314.674621
2234 2011   43    Rice 1415.4231  270.788947
2235 2011   44    Rice 1396.9524  233.322626
2236 2011   45    Rice 1377.0588  281.471883
2237 2011   46    Rice 1358.3235  287.121315
2238 2011   47    Rice 1368.6154  246.751223
2239 2011   48    Rice 1392.2105  267.348761
2240 2011   49    Rice 1314.3103  264.619147
2241 2011   50    Rice 1389.2667  245.011461
2242 2011   51    Rice 1378.5000  225.991965
2243 2011   52    Rice 1343.8974  277.611883
2244 2011   53    Rice 1393.5758  424.891165
2245 2011   54    Rice 1316.0541  328.456064
2246 2011   55    Rice 1366.2778  266.133437
2247 2011   56    Rice 1369.2571  277.567410
2248 2011   57    Rice 1385.5862  278.487819
2249 2011   58    Rice 1366.5000  280.121240
2250 2011   59    Rice 1340.1154  301.500159
2251 2011   60    Rice 1354.9091  296.919745
2252 2011   61    Rice 1321.6250  292.627202
2253 2011   62    Rice 1382.9722  278.248654
2254 2011   63    Rice 1376.9167  284.261688
2255 2011   64    Rice 1410.5333  288.422790
2256 2011   65    Rice 1433.6471  307.826238
2257 2011   66    Rice 1326.0571  281.076496
2258 2011   67    Rice 1351.9714  297.358714
2259 2011   68    Rice 1330.7750  299.840256
2260 2011   69    Rice 1353.8857  282.026154
2261 2011   70    Rice 1378.2647  310.773259
2262 2011   71    Rice 1394.3043  306.350428
2263 2011   72    Rice 1399.4375  281.679716
2264 2011   73    Rice 1398.2727  315.656090
2265 2011   74    Rice 1373.9459  304.869639
2266 2011   75    Rice 1366.0833  294.202008
2267 2011   76    Rice 1363.4286  292.943110
2268 2011   77    Rice 1281.2432  369.749796
2269 2011   78    Rice 1377.7826  312.446789
2270 2011   79    Rice 1381.2667  301.698162
2271 2011   80    Rice 1323.1333  287.522441
2272 2011   81    Rice 1349.5758  316.906239
2273 2011   82    Rice 1379.2571  317.943330
2274 2011   83    Rice 1378.6667  309.380118
2275 2011   84    Rice 1408.0667  319.553345
2276 2011   85    Rice 1445.6250  309.220593
2277 2011   86    Rice 1426.1333  321.861076
2278 2011   87    Rice 1354.3125  304.904368
2279 2011   88    Rice 1397.8065  332.794473
2280 2011   89    Rice 1405.2000  322.836218
2281 2011   90    Rice 1411.6774  328.051865
2282 2011   91    Rice 1365.6923  299.264463
2283 2011   92    Rice 1411.4857  302.018248
2284 2011   93    Rice 1354.2778  273.814193
2285 2011   94    Rice 1339.2000  284.051889
2286 2011   95    Rice 1358.6216  297.016680
2287 2011   96    Rice 1339.8286  266.010889
2288 2011   97    Rice 1361.7955  288.869374
2289 2011   98    Rice 1360.1842  295.333696
2290 2011   99    Rice 1370.8214  292.743985
2291 2011  100    Rice 1378.0476  282.237927
2292 2011  101    Rice 1324.1714  359.650115
2293 2011  102    Rice 1340.4118  308.145982
2294 2011  103    Rice 1398.3810  340.838418
2295 2011  104    Rice 1317.7600  293.298380
2296 2011  105    Rice 1430.5484  319.256307
2297 2011  106    Rice 1385.4800  305.468782
2298 2011  107    Rice 1349.8500  272.689582
2299 2011  108    Rice 1338.8857  301.972805
2300 2011  109    Rice 1370.9737  322.709684
2301 2011  110    Rice 1364.7500  329.596496
2302 2011  111    Rice 1411.8824  344.516857
2303 2011  112    Rice 1368.6087  312.361932
2304 2011  113    Rice 1358.9655  296.730937
2305 2011  114    Rice 1354.6471  278.267394
2306 2011  115    Rice 1377.7429  336.153531
2307 2011  116    Rice 1315.7632  302.228340
2308 2011  117    Rice 1414.2414  334.171754
2309 2011  118    Rice 1331.7742  305.893632
2310 2011  119    Rice 1325.6286  302.179834
2311 2011  120    Rice 1391.5862  307.226245
2312 2011  121    Rice 1280.7778  247.538127
2313 2011  122    Rice 1373.6061  301.354851
2314 2011  123    Rice 1397.2258  294.523424
2315 2011  124    Rice 1400.8065  313.868807
2316 2011  125    Rice 1329.7714  308.466233
2317 2011  126    Rice 1317.4643  309.453339
2318 2011  127    Rice 1392.0667  298.574652
2319 2011  128    Rice 1306.2381  244.347684
2320 2011  129    Rice 1340.8333  332.008214
2321 2011  130    Rice 1365.5294  317.343733
2322 2011  131    Rice 1335.7500  307.310209
2323 2011  132    Rice 1353.7297  288.470550
2324 2011  133    Rice 1357.5000  313.837085
2325 2011  134    Rice 1376.3478  308.125359
2326 2011  135    Rice 1362.7222  263.454830
2327 2011  136    Rice 1339.4000  305.747127
2328 2011  137    Rice 1322.9032  302.216738
2329 2011  138    Rice 1379.1944  286.550401
2330 2011  139    Rice 1376.8108  284.798451
2331 2011  140    Rice 1368.6765  282.011898
2332 2011  141    Rice 1394.0588  330.378565
2333 2011  142    Rice 1331.4000  255.849133
2334 2011  143    Rice 1356.4412  303.606822
2335 2011  144    Rice 1408.0278  322.675200
2336 2011  145    Rice 1372.5556  310.148669
2337 2011  146    Rice 1367.3784  318.185948
2338 2011  147    Rice 1415.9714  327.851606
2339 2011  148    Rice 1379.5862  310.733524
2340 2011  149    Rice 1410.2500  258.173519
2341 2011  150    Rice 1373.7500  334.399280
2342 2011  151    Rice 1351.7586  286.800410
2343 2011  152    Rice 1349.5500  279.365118
2344 2011  153    Rice 1353.8140  346.454440
2345 2011  154    Rice 1359.6486  334.915347
2346 2011  155    Rice 1380.0571  335.258105
2347 2011  156    Rice 1325.3889  293.262207
2348 2011  157    Rice 1363.7838  303.062987
2349 2011  158    Rice 1339.1081  303.567747
2350 2011  159    Rice 1369.6667  287.009447
2351 2011  160    Rice 1382.2703  302.949909
2352 2011  161    Rice 1331.6944  306.715114
2353 2011  162    Rice 1332.1429  274.033752
2354 2011  163    Rice 1342.6500  246.686947
2355 2011  164    Rice 1420.3421  397.487397
2356 2011  165    Rice 1354.2564  306.577776
2357 2011  166    Rice 1388.1111  380.427112
2358 2011  167    Rice 1347.9268  325.566767
2359 2011  168    Rice 1367.4865  337.388222
2360 2011  169    Rice 1379.2667  297.776233
2361 2011  170    Rice 1307.9444  309.199816
2362 2011  171    Rice 1382.4857  420.500568
2363 2011  172    Rice 1346.1842  325.365562
2364 2011  173    Rice 1359.4762  306.404104
2365 2011  174    Rice 1383.3409  322.585265
2366 2011  175    Rice 1329.9024  303.596674
2367 2011  176    Rice 1353.4848  294.538741
2368 2011  177    Rice 1422.4444  482.930542
2369 2011  178    Rice 1289.0500  374.197531
2370 2011  179    Rice 1371.5000  310.035067
2371 2011  180    Rice 1317.3810  299.248567
2372 2011  181    Rice 1307.9459  360.684376
2373 2011  182    Rice 1359.0000  285.052730
2374 2011  183    Rice 1384.6316  314.818645
2375 2011  184    Rice 1332.4091  275.171057
2376 2011  185    Rice 1375.4615  315.221797
2377 2011  186    Rice 1379.2143  313.744384
2378 2011  187    Rice 1355.8140  266.991373
2379 2011  188    Rice 1330.6190  294.277201
2380 2011  189    Rice 1370.8750  279.968330
2381 2011  190    Rice 1361.9333  284.798166
2382 2011  191    Rice 1372.0526  248.816415
2383 2011  192    Rice 1350.3095  298.450755
2384 2011  193    Rice 1395.2750  486.450144
2385 2011  194    Rice 1348.6757  328.356095
2386 2011  195    Rice 1330.6512  325.887863
2387 2011  196    Rice 1290.8049  370.437661
2388 2011  197    Rice 1422.9714  371.106254
2389 2011  198    Rice 1368.7500  249.313324
2390 2011  199    Rice 1309.3158  314.627545
2391 2011  200    Rice 1357.1579  332.588336
2392 2011  201    Rice 1302.8140  348.802663
2393 2011  202    Rice 1332.4884  332.452601
2394 2011  203    Rice 1314.6757  313.231194
2395 2011  204    Rice 1329.1379  283.900350
2396 2011  205    Rice 1301.5294  287.835916
2397 2011  206    Rice 1319.4000  326.100252
2398 2011  207    Rice 1337.1143  349.827249
2399 2011  208    Rice 1400.3158  422.597253
2400 2011  209    Rice 1321.4474  394.245136
2401 2011  210    Rice 1325.0000  333.634349
2402 2011  211    Rice 1399.1000  347.258460
2403 2011  212    Rice 1314.3077  326.328920
2404 2011  213    Rice 1351.4412  293.221107
2405 2011  214    Rice 1389.0000  305.931860
2406 2011  215    Rice 1398.2162  304.325131
2407 2011  216    Rice 1292.8529  371.119529
2408 2011  217    Rice 1414.4412  308.696496
2409 2011  218    Rice 1442.0303  313.730625
2410 2011  219    Rice 1430.3750  241.152752
2411 2011  220    Rice 1387.0526  316.229471
2412 2011  221    Rice 1385.4359  309.847483
2413 2011  222    Rice 1389.4762  329.551450
2414 2011  223    Rice 1400.4250  326.710166
2415 2011  224    Rice 1361.8824  326.857004
2416 2011  225    Rice 1364.4286  330.277546
2417 2011  226    Rice 1339.0000  319.900610
2418 2011  227    Rice 1280.7895  304.038115
2419 2011  228    Rice 1351.7179  310.329447
2420 2011  229    Rice 1384.0000  300.947753
2421 2011  230    Rice 1366.2258  297.880928
2422 2011  231    Rice 1373.1429  307.199508
2423 2011  232    Rice 1409.8919  323.824094
2424 2011  233    Rice 1334.8824  302.880521
2425 2011  234    Rice 1369.1200  332.878146
2426 2011  235    Rice 1340.1579  314.028190
2427 2011  236    Rice 1343.6190  275.929909
2428 2011  237    Rice 1341.9250  321.041445
2429 2011  238    Rice 1383.2703  325.886794
2430 2011  239    Rice 1402.7586  284.527761
2431 2011  240    Rice 1363.0000  310.755761
2432 2011  241    Rice 1330.3714  310.062336
2433 2011  242    Rice 1317.5484  310.884956
2434 2011  243    Rice 1322.4545  287.144849
2435 2011  244    Rice 1326.9375  322.509709
2436 2011  245    Rice 1350.7436  290.779960
2437 2011  246    Rice 1342.2286  319.214209
2438 2011  247    Rice 1286.8824  303.759749
2439 2011  248    Rice 1335.2821  291.885607
2440 2011  249    Rice 1350.9474  311.229554
2441 2011  250    Rice 1338.6512  324.550230
2442 2011  251    Rice 1353.1842  337.399102
2443 2011  252    Rice 1366.6471  331.117015
2444 2011  253    Rice 1282.1538  293.581701
2445 2011  254    Rice 1259.0000  292.037455
2446 2011  255    Rice 1362.8333  321.064613
2447 2011  256    Rice 1384.7222  352.427063
2448 2011  257    Rice 1343.0455  336.030865
2449 2011  258    Rice 1326.1395  325.343670
2450 2011  259    Rice 1362.9268  326.357732
2451 2011  260    Rice 1368.1818  277.150281
2452 2011  261    Rice 1287.5294  275.907393
2453 2011  262    Rice 1383.4474  349.087358
2454 2011  263    Rice 1359.1667  337.157911
2455 2011  264    Rice 1367.6667  310.920401
2456 2011  265    Rice 1374.9268  321.933564
2457 2011  266    Rice 1366.5385  344.984656
2458 2011  267    Rice 1359.3750  330.692602
2459 2011  268    Rice 1306.3333  332.527929
2460 2011  269    Rice 1352.9000  338.348311
2461 2011  270    Rice 1380.0000  314.621550
2462 2011  271    Rice 1337.3947  287.364966
2463 2011  272    Rice 1349.8974  324.655996
2464 2011  273    Rice 1370.7941  311.971422
2465 2011  274    Rice 1357.6486  312.362167
2466 2011  275    Rice 1322.9375  280.444045
2467 2011  276    Rice 1406.5000  301.819049
2468 2011  277    Rice 1371.7368  375.389552
2469 2011  278    Rice 1326.8889  287.230362
2470 2011  279    Rice 1304.6875  323.477298
2471 2011  280    Rice 1333.3548  347.862861
2472 2011  281    Rice 1302.4783  338.230404
2473 2011  282    Rice 1324.8235  318.196330
2474 2011  283    Rice 1320.5263  370.258181
2475 2011  284    Rice 1340.1818  306.278684
2476 2011  285    Rice 1339.2619  350.348820
2477 2011  286    Rice 1305.3784  342.949652
2478 2011  287    Rice 1335.9189  363.228072
2479 2011  288    Rice 1358.5938  336.091180
2480 2011  289    Rice 1309.9474  311.411210
2481 2011  290    Rice 1317.8718  331.898461
2482 2011  291    Rice 1302.9062  339.672647
2483 2011  292    Rice 1315.0238  337.899212
2484 2011  293    Rice 1348.6098  342.658932
2485 2011  294    Rice 1264.7949  370.787652
2486 2011  295    Rice 1349.4828  305.021383
2487 2011  296    Rice 1318.9444  301.539671
2488 2011  297    Rice 1328.8372  338.166973
2489 2011  298    Rice 1290.2903  296.348128
2490 2011  299    Rice 1311.0000  285.040202
2491 2011  300    Rice 1245.0000  303.860474
2492 2011  301    Rice 1288.3529  327.669908
2493 2011  302    Rice 1311.8529  337.472255
2494 2011  303    Rice 1288.3333  330.632015
2495 2011  304    Rice 1310.3077  341.420342
2496 2011  305    Rice 1271.7941  321.524756
2497 2011  306    Rice 1348.8571  421.702332
2498 2011  307    Rice 1312.3778  336.247966
2499 2011  308    Rice 1277.5128  312.866027
2500 2011  309    Rice 1311.0571  355.067263
2501 2011  310    Rice 1284.6667  333.598208
2502 2011  311    Rice 1202.3333  279.093055
2503 2011  312    Rice 1287.4167  352.806250
2504 2011  313    Rice 1287.3846  319.037254
2505 2011  314    Rice 1301.7241  364.852602
2506 2011  315    Rice 1302.3846  333.810821
2507 2011  316    Rice 1261.9655  329.078962
2508 2011  317    Rice 1218.2105  303.131541
2509 2011  318    Rice 1254.9143  316.871135
2510 2011  319    Rice 1308.2791  343.654957
2511 2011  320    Rice 1290.0909  324.361327
2512 2011  321    Rice 1286.8182  368.952967
2513 2011  322    Rice 1270.0000  344.236547
2514 2011  323    Rice 1329.6389  336.943840
2515 2011  324    Rice 1279.5882  271.716318
2516 2011  325    Rice 1253.1707  337.658918
2517 2011  326    Rice 1282.6585  337.444930
2518 2011  327    Rice 1256.0541  290.915886
2519 2011  328    Rice 1232.8158  334.367645
2520 2011  329    Rice 1270.7714  344.583985
2521 2011  330    Rice 1274.4138  325.121902
2522 2011  331    Rice 1315.1333  316.572688
2523 2011  332    Rice 1228.0278  328.622274
2524 2011  333    Rice 1302.4062  341.742486
2525 2011  334    Rice 1219.2759  324.925914
2526 2011  335    Rice 1203.1290  327.712958
2527 2011  336    Rice 1233.2105  335.215796
2528 2011  337    Rice 1246.1351  382.803922
2529 2011  338    Rice 1164.3158  340.685592
2530 2011  339    Rice 1273.8235  394.445178
2531 2011  340    Rice 1156.1765  380.610404
2532 2011  341    Rice 1235.4865  372.047236
2533 2011  342    Rice 1248.1500  386.298911
2534 2011  343    Rice 1205.7647  355.906700
2535 2011  344    Rice 1231.0769  358.041665
2536 2011  345    Rice 1188.6500  347.375010
2537 2011  346    Rice 1271.7436  400.165145
2538 2011  347    Rice 1220.7027  380.533388
2539 2011  348    Rice 1241.8750  383.103600
2540 2011  349    Rice 1278.0244  403.230857
2541 2011  350    Rice 1278.4324  393.823250
2542 2011  351    Rice 1322.0000  384.093107
2543 2011  352    Rice 1256.7647  388.660445
2544 2011  353    Rice 1264.8571  388.561612
2545 2011  354    Rice 1248.1053  384.409114
2546 2011  355    Rice 1253.7436  373.495559
2547 2011  356    Rice 1235.7647  365.752281
2548 2011  357    Rice 1241.9688  394.791614
2549 2011  358    Rice 1288.4800  343.363889
2550 2011  359    Rice 1247.3529  393.701654
2551 2011  360    Rice 1240.6296  383.623628
2552 2011  361    Rice 1285.6061  377.725342
2553 2011  362    Rice 1286.2500  366.974454
2554 2011  363    Rice 1214.0345  439.192317
2555 2011  364    Rice 1280.6667  334.657038
2556 2011  365    Rice 1323.1429  298.205682
2557 2012    1    Rice 1202.2941  330.467806
2558 2012    2    Rice 1252.9730  323.813603
2559 2012    3    Rice 1203.2188  316.016306
2560 2012    4    Rice 1297.2414  347.397843
2561 2012    5    Rice 1292.4545  371.675858
2562 2012    6    Rice 1290.0294  313.263805
2563 2012    7    Rice 1266.0278  340.977962
2564 2012    8    Rice 1201.8571  275.994617
2565 2012    9    Rice 1231.3333  317.375031
2566 2012   10    Rice 1240.4762  343.869462
2567 2012   11    Rice 1241.2128  325.194787
2568 2012   12    Rice 1280.5526  311.137121
2569 2012   13    Rice 1227.4250  327.214811
2570 2012   14    Rice 1206.6538  335.267647
2571 2012   15    Rice 1287.9474  299.568296
2572 2012   16    Rice 1229.8919  312.486603
2573 2012   17    Rice 1280.6190  345.133622
2574 2012   18    Rice 1251.2927  307.568955
2575 2012   19    Rice 1223.4186  313.520352
2576 2012   20    Rice 1224.7381  319.226509
2577 2012   21    Rice 1302.1765  295.954693
2578 2012   22    Rice 1257.3889  259.987814
2579 2012   23    Rice 1297.7143  317.948384
2580 2012   24    Rice 1281.5897  316.226994
2581 2012   25    Rice 1282.8750  320.142692
2582 2012   26    Rice 1191.9091  291.223839
2583 2012   27    Rice 1288.5676  296.240850
2584 2012   28    Rice 1325.8889  294.578882
2585 2012   29    Rice 1215.0556  267.832800
2586 2012   30    Rice 1254.6389  298.780297
2587 2012   31    Rice 1300.0294  330.686566
2588 2012   32    Rice 1272.5333  336.396790
2589 2012   33    Rice 1289.1136  330.161709
2590 2012   34    Rice 1265.3000  308.333253
2591 2012   35    Rice 1271.8621  348.933858
2592 2012   36    Rice 1155.8421  359.218946
2593 2012   37    Rice 1247.2500  326.675932
2594 2012   38    Rice 1225.0714  352.083842
2595 2012   39    Rice 1310.1750  417.992203
2596 2012   40    Rice 1273.2683  331.193601
2597 2012   41    Rice 1238.3415  312.275168
2598 2012   42    Rice 1257.3704  312.426133
2599 2012   43    Rice 1254.6190  323.267455
2600 2012   44    Rice 1263.7209  360.241144
2601 2012   45    Rice 1252.2273  314.970716
2602 2012   46    Rice 1305.9778  300.914250
2603 2012   47    Rice 1280.4255  315.362576
2604 2012   48    Rice 1279.9333  315.705156
2605 2012   49    Rice 1329.4474  329.082319
2606 2012   50    Rice 1239.3889  323.541640
2607 2012   51    Rice 1190.6176  289.872805
2608 2012   52    Rice 1206.4146  351.763484
2609 2012   53    Rice 1291.2093  336.406469
2610 2012   54    Rice 1292.4545  321.944055
2611 2012   55    Rice 1282.4130  397.174105
2612 2012   56    Rice 1371.2857  335.512527
2613 2012   57    Rice 1283.5385  339.411406
2614 2012   58    Rice 1280.6818  334.013701
2615 2012   59    Rice 1351.0455  363.409447
2616 2012   60    Rice 1245.4286  348.147372
2617 2012   61    Rice 1261.2500  308.449003
2618 2012   62    Rice 1348.4468  401.222524
2619 2012   63    Rice 1341.3590  300.647239
2620 2012   64    Rice 1256.8500  269.101483
2621 2012   65    Rice 1350.0833  398.742963
2622 2012   66    Rice 1274.7347  328.373883
2623 2012   67    Rice 1292.1020  342.806143
2624 2012   68    Rice 1353.5185  311.811256
2625 2012   69    Rice 1281.1333  303.783014
2626 2012   70    Rice 1291.5926  293.983681
2627 2012   71    Rice 1243.6667  311.982906
2628 2012   72    Rice 1246.5610  336.036386
2629 2012   73    Rice 1326.5870  394.452902
2630 2012   74    Rice 1282.2791  339.615281
2631 2012   75    Rice 1270.3556  336.805390
2632 2012   76    Rice 1280.6098  338.994165
2633 2012   77    Rice 1366.2500  337.688730
2634 2012   78    Rice 1222.9333  325.583315
2635 2012   79    Rice 1302.7436  320.845488
2636 2012   80    Rice 1331.3902  344.596277
2637 2012   81    Rice 1260.0952  329.420171
2638 2012   82    Rice 1299.8372  350.645590
2639 2012   83    Rice 1236.5625  335.533560
2640 2012   84    Rice 1347.5484  346.145426
2641 2012   85    Rice 1175.5882  333.444347
2642 2012   86    Rice 1298.4634  325.554074
2643 2012   87    Rice 1292.6500  343.448690
2644 2012   88    Rice 1255.6667  348.513886
2645 2012   89    Rice 1287.8000  343.653009
2646 2012   90    Rice 1295.6154  382.865760
2647 2012   91    Rice 1318.1429  322.345078
2648 2012   92    Rice 1218.1000  369.515458
2649 2012   93    Rice 1255.6111  321.612569
2650 2012   94    Rice 1299.6053  363.027327
2651 2012   95    Rice 1227.7632  322.376181
2652 2012   96    Rice 1281.0513  324.958455
2653 2012   97    Rice 1228.1905  366.572997
2654 2012   98    Rice 1298.9118  379.313924
2655 2012   99    Rice 1198.2500  370.038529
2656 2012  100    Rice 1275.4500  339.087611
2657 2012  101    Rice 1328.1190  351.590755
2658 2012  102    Rice 1267.1556  344.852864
2659 2012  103    Rice 1297.4889  339.344128
2660 2012  104    Rice 1294.2941  353.934725
2661 2012  105    Rice 1263.7143  337.819056
2662 2012  106    Rice 1181.0000  344.441577
2663 2012  107    Rice 1298.2632  364.751428
2664 2012  108    Rice 1306.1538  351.175660
2665 2012  109    Rice 1252.0455  375.693217
2666 2012  110    Rice 1270.1136  340.890163
2667 2012  111    Rice 1286.3333  375.525188
2668 2012  112    Rice 1332.6111  343.069612
2669 2012  113    Rice 1201.3750  327.656299
2670 2012  114    Rice 1288.4324  338.667285
2671 2012  115    Rice 1257.7647  339.700051
2672 2012  116    Rice 1305.7045  325.121629
2673 2012  117    Rice 1305.1667  332.288291
2674 2012  118    Rice 1268.8684  351.288760
2675 2012  119    Rice 1357.5484  374.782056
2676 2012  120    Rice 1227.0000  334.920326
2677 2012  121    Rice 1288.6000  334.412290
2678 2012  122    Rice 1276.1818  344.327175
2679 2012  123    Rice 1294.8182  361.774520
2680 2012  124    Rice 1303.6905  346.414420
2681 2012  125    Rice 1318.0732  363.828627
2682 2012  126    Rice 1335.5455  339.741270
2683 2012  127    Rice 1188.2222  350.754742
2684 2012  128    Rice 1280.9024  349.167066
2685 2012  129    Rice 1344.0938  364.411533
2686 2012  130    Rice 1289.0444  354.488489
2687 2012  131    Rice 1298.8409  342.798059
2688 2012  132    Rice 1284.2368  379.771442
2689 2012  133    Rice 1322.1600  336.802944
2690 2012  134    Rice 1186.8500  330.155510
2691 2012  135    Rice 1281.8333  351.131059
2692 2012  136    Rice 1324.3902  326.704750
2693 2012  137    Rice 1297.6522  354.660164
2694 2012  138    Rice 1310.5750  328.382273
2695 2012  139    Rice 1309.5000  311.763799
2696 2012  140    Rice 1377.1562  360.424938
2697 2012  141    Rice 1179.2778  318.002369
2698 2012  142    Rice 1320.3250  320.097052
2699 2012  143    Rice 1318.2895  373.064367
2700 2012  144    Rice 1316.7907  334.055068
2701 2012  145    Rice 1319.2558  365.488264
2702 2012  146    Rice 1299.6316  365.221993
2703 2012  147    Rice 1380.0000  359.388678
2704 2012  148    Rice 1188.3125  323.893340
2705 2012  149    Rice 1283.3514  355.462626
2706 2012  150    Rice 1318.7297  363.454922
2707 2012  151    Rice 1322.9737  354.924924
2708 2012  152    Rice 1262.1667  341.909216
2709 2012  153    Rice 1319.8684  357.230879
2710 2012  154    Rice 1390.4000  358.246974
2711 2012  155    Rice 1210.2941  371.862334
2712 2012  156    Rice 1308.4884  323.044105
2713 2012  157    Rice 1341.9250  360.129705
2714 2012  158    Rice 1326.2222  343.286714
2715 2012  159    Rice 1299.9565  343.708659
2716 2012  160    Rice 1341.6957  352.734390
2717 2012  161    Rice 1323.3929  343.281262
2718 2012  162    Rice 1203.7222  377.591875
2719 2012  163    Rice 1354.1163  363.479757
2720 2012  164    Rice 1288.1136  352.589769
2721 2012  165    Rice 1321.2955  358.454472
2722 2012  166    Rice 1339.5238  351.306359
2723 2012  167    Rice 1343.3750  357.873684
2724 2012  168    Rice 1323.9118  365.124003
2725 2012  169    Rice 1248.1579  334.122776
2726 2012  170    Rice 1316.5238  350.129958
2727 2012  171    Rice 1311.3000  366.808145
2728 2012  172    Rice 1283.0612  409.116141
2729 2012  173    Rice 1267.2381  351.191895
2730 2012  174    Rice 1328.3415  384.697323
2731 2012  175    Rice 1346.5484  405.989313
2732 2012  176    Rice 1256.9333  350.019687
2733 2012  177    Rice 1331.4286  372.597680
2734 2012  178    Rice 1363.1538  396.792438
2735 2012  179    Rice 1335.7805  415.929893
2736 2012  180    Rice 1362.7561  395.774859
2737 2012  181    Rice 1355.2750  378.618405
2738 2012  182    Rice 1346.3077  390.556912
2739 2012  183    Rice 1197.9412  282.530855
2740 2012  184    Rice 1340.3000  377.746435
2741 2012  185    Rice 1367.7027  384.287426
2742 2012  186    Rice 1343.7000  347.017638
2743 2012  187    Rice 1349.4359  373.640962
2744 2012  188    Rice 1366.1951  379.057068
2745 2012  189    Rice 1377.3611  376.088679
2746 2012  190    Rice 1219.6190  323.764340
2747 2012  191    Rice 1342.8049  354.910004
2748 2012  192    Rice 1362.2619  364.046369
2749 2012  193    Rice 1332.0952  341.667490
2750 2012  194    Rice 1312.3023  351.047245
